time,Close Price,High Price,Low Price,Open Price,Volume From,Volume To
2025-01-08 05:03:26.357,96273.49743248695,98198.9673811367,94348.0274838372,96273.49743248695,0,0
2025-01-08 06:03:52.064,96493.0488164961,98422.90979282602,94563.18784016618,96493.0488164961,0,0
2025-01-08 07:03:33.876,95259.11661038516,97164.29894259288,93353.93427817745,95259.11661038516,0,0
2025-01-08 08:03:45.053,95752.43062955244,97667.47924214348,93837.38201696138,95752.43062955244,0,0
2025-01-08 09:01:52.903,95936.0775876746,97854.79913942808,94017.3560359211,95936.0775876746,0,0
2025-01-08 10:04:54.024,95440.01590966793,97348.81622786129,93531.21559147457,95440.01590966793,0,0
2025-01-08 11:03:40.703,95964.4259308668,97883.71444948416,94045.13741224947,95964.4259308668,0,0
2025-01-08 12:03:52.470,95094.07398122772,96995.95546085227,93192.19250160316,95094.07398122772,0,0
2025-01-08 13:03:53.796,94910.81444041098,96809.0307292192,93012.59815160275,94910.81444041098,0,0
2025-01-08 14:00:57.145,95235.62326380426,97140.33572908034,93330.91079852816,95235.62326380426,0,0
2025-01-08 15:02:25.578,95326.94692419912,97233.4858626831,93420.40798571514,95326.94692419912,0,0
2025-01-08 16:03:45.947,95400.8548431124,97308.87193997463,93492.83774625014,95400.8548431124,0,0
2025-01-08 17:03:56.904,94742.14733612606,96636.99028284858,92847.30438940354,94742.14733612606,0,0
2025-01-08 18:04:00.720,94130.65825495948,96013.27142005868,92248.0450898603,94130.65825495948,0,0
2025-01-08 19:08:29.738,94214.6539490834,96098.94702806509,92330.36087010172,94214.6539490834,0,0
2025-01-08 20:03:49.213,94222.93830354116,96107.39706961198,92338.47953747034,94222.93830354116,0,0
2025-01-08 21:08:24.820,94118.3841497204,96000.75183271484,92236.016466726,94118.3841497204,0,0
2025-01-08 22:04:00.926,94477.56220375412,96367.11344782922,92588.01095967904,94477.56220375412,0,0
2025-01-08 23:03:48.617,95292.19594677552,97198.03986571103,93386.35202784,95292.19594677552,0,0
2025-01-09 00:03:53.489,95031.89727927744,96932.53522486298,93131.25933369188,95031.89727927744,0,0
2025-01-09 01:03:37.169,95105.94661602686,97008.0655483474,93203.82768370632,95105.94661602686,0,0
2025-01-09 02:00:33.912,94981.77510307213,96881.41060513355,93082.13960101068,94981.77510307213,0,0
2025-01-09 03:01:15.185,94670.15165914538,96563.5546923283,92776.74862596249,94670.15165914538,0,0
2025-01-09 04:03:46.521,93973.42069248288,95852.88910633251,92093.95227863322,93973.42069248288,0,0
2025-01-09 05:03:58.895,94371.14988852508,96258.5728862956,92483.7268907546,94371.14988852508,0,0
2025-01-09 06:03:37.549,94413.64147771963,96301.91430727404,92525.36864816524,94413.64147771963,0,0
2025-01-09 07:03:45.682,94045.29022306183,95926.19602752308,92164.3844186006,94045.29022306183,0,0
2025-01-09 08:03:49.668,93181.25750394871,95044.88265402772,91317.63235386976,93181.25750394871,0,0
2025-01-09 09:03:34.112,92983.14270516166,94842.8055592649,91123.47985105842,92983.14270516166,0,0
2025-01-09 10:03:44.955,93491.25888436916,95361.08406205651,91621.43370668175,93491.25888436916,0,0
2025-01-09 11:03:45.115,93395.83535425988,95263.75206134508,91527.91864717468,93395.83535425988,0,0
2025-01-09 12:03:40.439,93397.66850377186,95265.6218738473,91529.71513369642,93397.66850377186,0,0
2025-01-09 13:01:06.950,93364.89605317503,95232.19397423856,91497.59813211154,93364.89605317503,0,0
2025-01-09 14:01:36.043,91925.57782676251,93764.08938329776,90087.06627022728,91925.57782676251,0,0
2025-01-09 15:03:35.774,92745.1184717717,94600.02084120714,90890.21610233626,92745.1184717717,0,0
2025-01-09 16:03:50.283,94561.4894565884,96452.71924572016,92670.25966745664,94561.4894565884,0,0
